"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"53","B00040","Via Celano fronte Via Giulianova","","42.342977999998745","13.409255999998587","","","0","","",""
"54","B00050","Via Celano fronte Via dei Ciocca","","42.34446299999874","13.410692999998595","","","0","","",""
"55","B00060","Via Celano lato Via dei Ciocca","","42.34445099999875","13.410799999998595","","","0","","",""
"56","B00070","Via Matteo da Leonessa fronte chiesa","","42.34545099999876","13.4119299999986","","","0","","",""
"57","B00080","Via Matteo da Leonessa lato chiesa","","42.34500099999877","13.412149999998602","","","0","","",""
"58","B00090","Via Abruzzo lato Via Ateleta Via Barrea","","42.34534099999877","13.414719999998615","","","0","","",""
"59","B00100","Via Abruzzo front Via Ateleta Via Barrea","","42.34551099999877","13.415099999998615","","","0","","",""
"60","B00110","Via Scuola della Torretta lato scuola","","42.34662299999879","13.416781999998621","","","0","","",""
"61","B00120","Via del Torcituro Scuola della Torretta","","42.34660099999878","13.416959999998625","","","0","","",""
"62","B00130","Via del Torcituro fronte Cimitero","","42.35031099999879","13.416949999998621","","","0","","",""
"63","B00140","Via del Torcituro lato Cimitero","","42.350800999998775","13.416699999998622","","","0","","",""
"64","B00150","SS17 bis lato cimitero L'Aquila","","42.352280999998776","13.413539999998608","","","0","","",""
"65","B00170","PIAZZALE CENCIONI lato Cimitero","","42.35148099999877","13.4119799999986","","","0","","",""
"66","B00180","PIAZZALE CENCIONI lato Stadio","","42.35117099999875","13.4112499999986","","","0","","",""
"67","B00190","Via Della Crocetta - lato edicola","","42.34605099999875","13.410799999998595","","","0","","",""
"68","B00200","Via Della Crocetta - fronte edicola","","42.346480999998754","13.410689999998594","","","0","","",""
"69","B00210","Via della Polveriera lato scuole","","42.349360999998794","13.417229999998625","","","0","","",""
"70","B00220","Via della Polveriera fronte scuole","","42.34903099999878","13.416979999998626","","","0","","",""
"71","B00230","Via della Polveriera lato via Macchiole","","42.346250999998794","13.41837999999863","","","0","","",""
"72","B00240","Via della Polveriera front via Macchiole","","42.346230999998795","13.418259999998629","","","0","","",""
"73","B00250","Via della Polveriera fermata lato Est","","42.34451099999878","13.41842999999863","","","0","","",""
"74","B00260","Via della Polveriera fermata lato Ovest","","42.34446099999879","13.418359999998628","","","0","","",""
"75","B00270","Via della Polveriera capolinea","","42.34252099999879","13.417239999998625","","","0","","",""
"76","B00290","SS17 bis lato Via Polveriera","","42.35163099999879","13.417779999998626","","","0","","",""
"77","B00310","Via tre Vasche lato via Santa Veronica","","42.352380999998815","13.421709999998646","","","0","","",""
"78","B00320","Via Tre Vasche fonte Via Valle Gignano","","42.35186099999882","13.42552999999866","","","0","","",""
"79","B00330","Gignano piazza","","42.351010999998834","13.428429999998675","","","0","","",""
"80","B00340","Via Bazzanese prima 1. cavalcavia","","42.345050999998854","13.43225999999869","","","0","","",""
"81","B00350","Via Bazzanese dopo 1. cavalcavia","","42.345905999998855","13.433189999998694","","","0","","",""
"82","B00360","Via Bazzanese","","42.34723099999885","13.432139999998691","","","0","","",""
"83","B00370","Via bazzanese bv.tangenziale","","42.35031099999885","13.430769999998686","","","0","","",""
"84","B00380","SS17 bis lato via della Collina","","42.355080999998826","13.42585999999866","","","0","","",""
"85","B00390","SS17 bis fronte via della Collina","","42.35478099999882","13.42552999999866","","","0","","",""
"86","B00400","SS17 bis lato via Vasca Penta","","42.35646099999885","13.428829999998676","","","0","","",""
"87","B00410","SS17 bis fronte via Vasca Penta","","42.35675099999884","13.428779999998675","","","0","","",""
"88","B00420","SS17 bis Vasca Penta dir. L'Aquila","","42.35823099999884","13.42977999999868","","","0","","",""
"89","B00430","SS17 bis casello A24 lato uscita","","42.36285099999885","13.429279999998677","","","0","","",""
"90","B00440","SS17 bis casello A24 fronte uscita","","42.36335099999884","13.429329999998679","","","0","","",""
"91","B00450","SS17 bis lato strada vic. Sant' Antimo","","42.364750999998854","13.431359999998687","","","0","","",""
"92","B00460","SS17 bis fronte strada vic. Sant' Antimo","","42.36495099999885","13.43147999999869","","","0","","",""
"93","B00470","SS17 bis lato via Savini","","42.3525609999988","13.419519999998636","","","0","","",""
"94","B00480","VIA SAVINI lato Conservatorio","","42.35276099999879","13.418309999998629","","","0","","",""
"95","B00490","ACQUA&SAPONE/JOE POTATO Via Durini","","42.35456099999877","13.414949999998615","","","0","","",""
"96","B00500","COLLE SAPONE Scuole","","42.35575099999876","13.412299999998602","","","0","","",""
"97","B00520","VIA DE GASPERI Torrione monumento","","42.35692099999874","13.406929999998578","","","0","","",""
"98","B00525","Strada vicinale Colle Sapone dirAcquasan","","42.35682299999876","13.412878999998604","","","0","","",""
"99","B00530","VIA DE GASPERI edicola incr Via Urbani","","42.35717099999874","13.40765999999858","","","0","","",""
"100","B00550","Viale de Gasperi lato scuole","","42.35873099999874","13.409369999998589","","","0","","",""
"101","B00560","Viale De Gasperi lato farmacia comunale","","42.35900099999875","13.409929999998592","","","0","","",""
"102","B00570","Via Moschino lato Via Feneziani","","42.36090099999876","13.411399999998599","","","0","","",""
"103","B00580","Via Moschino lato Piazza Bolivar","","42.360860999998756","13.411479999998596","","","0","","",""
"104","B00590","COLLE CAPO CROCE Titta Rosa- scuola","","42.36096099999876","13.413529999998607","","","0","","",""
"105","B00600","COLLE CAPO CROCE Titta Rosa fronte scuola","","42.360930999998764","13.41337999999861","","","0","","",""
"106","B00650","Via Urbani lato Caserma Rossi","","42.35740099999874","13.408749999998586","","","0","","",""
"107","B00670","VIA VOLTA fronte Enel","","42.360250999998755","13.408899999998585","","","0","","",""
"108","B00680","VIA VOLTA lato Enel","","42.36033099999874","13.408809999998587","","","0","","",""
"109","B00860","VIA COLAGRANDE lato Fontanelle","","42.361130999998736","13.407509999998583","","","0","","",""
"110","B00870","VIA COLAGRANDE fronte Fontanelle","","42.361060999998735","13.407359999998581","","","0","","",""
"111","B00880","VIA COLAGRANDE lato farmacia","","42.361230999998725","13.405859999998574","","","0","","",""
"112","B00890","VIA COLAGRANDE fronte farmacia","","42.36105099999875","13.406009999998576","","","0","","",""
"113","B00900","SAN FRANCESCO PIAZZA T.Da Celano lt.Sud","","42.36235099999873","13.40509999999857","","","0","","",""
"114","B00910","SAN FRANCESCO PIAZZA T.Da Celano lt.Nord","","42.36233099999872","13.40497999999857","","","0","","",""
"115","B00940","Via F.P.Tosti fronte via Gualtieri","","42.36270099999873","13.403879999998562","","","0","","",""
"116","B00950","Via F.P.Tosti lato via Gualtieri","","42.36325099999872","13.404109999998564","","","0","","",""
"117","B00960","Via F.P.Tosti Vicinale Paganica lato est","","42.36541099999871","13.401909999998557","","","0","","",""
"118","B00970","Via F.P.Tosti Vicinale Paganica lt ovest","","42.365610999998715","13.401629999998555","","","0","","",""
"119","B01040","SS17 bis fronte Via Polveriera","","42.35184099999879","13.417369999998625","","","0","","",""
"120","B01110","VIA SAVINI fronte Conservatorio","","42.35303099999879","13.418199999998631","","","0","","",""
"121","B01120","Via Savini Acqua&Sapone","","42.35506099999878","13.415759999998619","","","0","","",""
"122","B01130","VIA SILONE dir. Via Scarfoglio","","42.35862099999877","13.41370999999861","","","0","","",""
"123","B01140","VIA SILONE dir. via Savini","","42.35849099999877","13.413759999998609","","","0","","",""
"124","B01150","Via Scarfoglio fronte Via Puccini","","42.35926099999877","13.412799999998606","","","0","","",""
"125","B01155","VIA PUCCINI Giacomo","","42.35960099999876","13.412609999998605","","","0","","",""
"126","B01160","Via Scarfoglio lato Via Puccini","","42.35948099999876","13.412899999998606","","","0","","",""
"127","B01180","CIRCUITO COLLEMAGGIO fronte Collemagg","","42.34273099999874","13.407419999998579","","","0","","",""
"128","B01190","Via della Polveriera fronte cimitero","","42.35086099999878","13.416829999998622","","","0","","",""
"129","B01200","Via Cardinale Mazzarino Torrione monumen","","42.35679099999874","13.406589999998575","","","0","","",""
"130","B01210","PIAZZA SAN PIO X - Torrione","","42.358730999998734","13.406329999998574","","","0","","",""
"131","B01220","Via Silone lato scuole Collesapone","","42.35686099999878","13.415539999998616","","","0","","",""
"132","B01225","Via Silone fronte Scuole","","42.35692099999878","13.41565999999862","","","0","","",""
"133","B01230","VIA COLLE SAPONE RETRO DANTE","","42.35697099999876","13.411029999998599","","","0","","",""
"134","C00010","BV. MARTINI SS615 Via Ponte Rasarolo","","42.34051099999869","13.399349999998542","","","0","","",""
"135","C00020","BV. MARTINI fronte SS615 Via Ponte Rasarolo","","42.340620999998706","13.399069999998542","","","0","","",""
"136","C00030","SR615 Via Ponte Rasarolo PL dir.Martini","","42.33909099999872","13.39916999999854","","","0","","",""
"137","C00040","SR615 Via Ponte Rasarolo PL dr.Mausonia","","42.3380309999987","13.400579999998545","","","0","","",""
"138","C00050","SR615 lato ristorante dir.Martini","","42.33568099999872","13.40308999999856","","","0","","",""
"139","C00060","SR615 fronte ristorante dir.Martini","","42.336110999998716","13.402369999998555","","","0","","",""
"140","C00070","SR615 lato Via Colleverde","","42.33265099999871","13.40320999999856","","","0","","",""
"141","C00080","SR615 fronte Via Colleverde","","42.33274099999872","13.402989999998558","","","0","","",""
"142","C00090","MAUSONIA s.p.120 malepasso","","42.33290099999871","13.40095999999855","","","0","","",""
"143","C00100","MAUSONIA s.p.120 malepasso","","42.33502099999869","13.398739999998538","","","0","","",""
"144","C00110","MAUSONIA incr. ss.615 s.p.120 maus.","","42.34589099999865","13.388829999998492","","","0","","",""
"145","C00115","s.p.120 maus verso.ss.615 dir.pianola","","42.340668999998655","13.390035999998497","","","0","","",""
"146","C00120","MAUSONIA incr.ss.615 s.p.120","","42.34615099999864","13.388889999998494","","","0","","",""
"147","C00125","s.p.120 maus verso.ss.615 dir.615","","42.34147699999865","13.389964999998497","","","0","","",""
"148","C00130","Via Mausonia fronte Irish Pub Totani","","42.33194099999873","13.40329999999856","","","0","","",""
"149","C00140","Via Mausonia lato Irish Pub Totani","","42.331555999998734","13.404543999998566","","","0","","",""
"150","C00150","MAUSONIA lato Via Codalunga","","42.32993099999875","13.408549999998584","","","0","","",""
"151","C00160","MAUSONIA fronte Via Codalunga","","42.33018099999875","13.40809999999858","","","0","","",""
"152","C00170","Via Mausonia fronte Via della Poiana","","42.32776099999875","13.409879999998589","","","0","","",""
"153","C00180","Via Mausonia lato Via della Poiana","","42.327130999998765","13.41020999999859","","","0","","",""
"154","C00190","Via Mausonia F.Augelli fronte via Nibbio","","42.32528099999875","13.412159999998599","","","0","","",""
"155","C00200","Via Mausonia F.Augelli lato via Nibbio","","42.32498099999877","13.412929999998605","","","0","","",""
"156","C00210","Via Mausonia Fonte Mortale lat Via Centi","","42.32300099999879","13.417959999998626","","","0","","",""
"157","C00220","Via Mausonia Fonte Mortale fro Via Centi","","42.32264099999879","13.418119999998627","","","0","","",""
"158","C00230","Via Mausonia Inciampa LaNotte lato Arcob","","42.320350999998816","13.422109999998645","","","0","","",""
"159","C00240","Via Mausonia Inciampa LaNotte fron Arcob","","42.3201109999988","13.422199999998645","","","0","","",""
"160","C00250","Via Marsicana incrocio Mausonia / SS5bis","","42.31830099999884","13.429249999998675","","","0","","",""
"161","C00260","SS5bis incrocio Via Mausonia lato chiesa","","42.32016099999884","13.42762999999867","","","0","","",""
"162","C00270","SS5bis fronte via Cippari - Esperita","","42.32645099999881","13.421909999998643","","","0","","",""
"163","C00280","SS5bis lato via Cippari - Esperita","","42.32673099999882","13.421809999998642","","","0","","",""
"164","C00290","SS5bis lat via Fonte Augelli c.da Ciocca","","42.33131099999879","13.417579999998622","","","0","","",""
"165","C00300","SS5bis fro via Fonte Augelli c.da Ciocca","","42.33163099999879","13.417489999998624","","","0","","",""
"166","C00310","SS5bis Miraflores lato via San Cipriano","","42.334100999998775","13.415309999998614","","","0","","",""
"167","C00320","SS5bis Miraflores front via San Cipriano","","42.33416099999879","13.415429999998615","","","0","","",""
"168","C00330","SS5bis lato quartiere Bellavista","","42.336400999998766","13.412709999998604","","","0","","",""
"169","C00340","SS5bis fronte quartiere Bellavista","","42.33709099999875","13.411379999998596","","","0","","",""
"170","C00350","Via Codalunga bellavista","","42.33595099999875","13.409739999998589","","","0","","",""
"171","C00360","Via Codalunga bellavista","","42.33671099999876","13.409909999998591","","","0","","",""
"172","C00370","Via Codalunga c.da pizzutilli","","42.332820999998766","13.41026999999859","","","0","","",""
"173","C00380","Via Codalunga c.da pizzutilli","","42.33323099999874","13.409879999998589","","","0","","",""
"174","C00390","SS17 Via Porta Napoli lato Parco Sole","","42.3405809999987","13.400249999998547","","","0","","",""
"175","C00400","SS17 dopo bv.Martini fronte Parco Sole","","42.3404309999987","13.400409999998548","","","0","","",""
"176","C00410","SS17 Via Porta Napoli lato Cantoniera","","42.33973099999873","13.40504999999857","","","0","","",""
"177","C00420","SS17 Via Porta Napoli fronte Cantoniera","","42.33948099999872","13.405649999998568","","","0","","",""
"178","C00430","SS17 lato bivio SS 5bis","","42.33916099999875","13.409279999998589","","","0","","",""
"179","C00440","SS17 bv. Avezzano","","42.339310999998744","13.40987999999859","","","0","","",""
"180","C00450","SS17 S.Elia fronte bivio Via Polveriera","","42.33731099999878","13.41645999999862","","","0","","",""
"181","C00460","SS17 S.Elia lato bivio Via Polveriera","","42.337370999998775","13.417059999998623","","","0","","",""
"182","C00470","SS17 fronte chiesa Sant'Elia","","42.336280999998806","13.420709999998639","","","0","","",""
"183","C00480","SS17 S.Elia entrata/uscita f. lato Nord","","42.33567099999883","13.424249999998654","","","0","","",""
"184","C00490","SS17 S.Elia entrata/uscita f. lato Sud","","42.335110999998825","13.42557999999866","","","0","","",""
"185","C00500","SS17 S.Elia fronte C.da Loretuccio","","42.33498099999884","13.429829999998681","","","0","","",""
"186","C00510","SS17 S.Elia lato C.da Loretuccio","","42.33476099999884","13.429499999998676","","","0","","",""
"187","C00520","SS17 lato bivio Via Collevernesco","","42.335030999998864","13.435149999998702","","","0","","",""
"188","C00530","SS17 fronte bivio Via Collevernesco","","42.33488099999887","13.437629999998713","","","0","","",""
"189","C00540","Via Collevernesco - lato S.Elia","","42.33750099999887","13.4343199999987","","","0","","",""
"190","C00545","CASE S.ELIA - lato Sud Via Collevernesco","","42.33804099999884","13.430839999998685","","","0","","",""
"191","C00550","VIA COLLEVERNESCO - lato Bazzano - dir. CASE S.Elia","","42.33808099999886","13.433879999998696","","","0","","",""
"192","C00555","CASE S.Elia - lato Nord -Via Collevernesco  incrocio Via Ita","","42.33820099999886","13.430399999998683","","","0","","",""
"193","C00560","Via Collevernesco S.Elia Alto - lato Sud","","42.33728099999881","13.426779999998669","","","0","","",""
"194","C00570","Via Collevernesco S.Elia Alto -lato Nord","","42.33742099999883","13.426269999998663","","","0","","",""
"195","C00580","Via Collevernesco - lato Le Rose","","42.337760999998814","13.422459999998646","","","0","","",""
"196","C00590","Via Collevernesco - lato incrocio Strada Vicinale Manieri","","42.33793099999881","13.422979999998649","","","0","","",""
"197","C00600","Via Collevernesco - fronte chiesa S.Elia","","42.336950999998805","13.420159999998635","","","0","","",""
"198","C00610","Via Collevernesco - lato chiesa S.Elia","","42.33697099999878","13.419899999998634","","","0","","",""
"199","C00620","Via Codalunga c.da pizzutilli","","42.33046799999875","13.408853999998584","","","0","","",""
"200","C00625","Via Codalunga c.da pizzutilli dir. 5bis","","42.33046599999875","13.408948999998586","","","0","","",""
"201","C00630","Via Mausonia incr. Via Marsicana/ SS5bis","","42.31891899999883","13.427498999998669","","","0","","",""
"202","C00640","Via Natalino Mariani lato CASE S.Elia 2","","42.33681099999882","13.424909999998658","","","0","","",""
"203","C00650","Via Natalino Mariani front CASE S.Elia 2","","42.33701099999881","13.425249999998659","","","0","","",""
"204","C00660","CASE S.ELIA 2 Via Natalino Mariani lato","","42.33677099999882","13.423759999998653","","","0","","",""
"205","C00670","Via Natalino Mariani front CASE S.Elia 2","","42.33675099999882","13.423649999998656","","","0","","",""
"206","D00010","VIALE XXV APRILE fronte Via Carabba","","42.35451099999865","13.386849999998484","","","0","","",""
"207","D00020","VIALE XXV APRILE lato Via Carabba","","42.35446099999864","13.386479999998484","","","0","","",""
"208","D00030","VIALE XXV APRILE fronte Corte Appello","","42.35218099999863","13.384959999998474","","","0","","",""
"209","D00040","ACI Via Campo di Pile Dompe","","42.351340999998435","13.346889999998279","","","0","","",""
"210","D00045","Via Gian Domenico Cassini Leonardo","","42.35400944197269","13.334472725679523","","","0","","",""
"211","D00050","ICRA Via Campo di Pile","","42.35309999999838","13.340479999998243","","","0","","",""
"212","D00055","THALES Via Gian Domenico Cassini","","42.35305601405013","13.333228138574228","","","0","","",""
"213","D00060","Via Saragat lato Roll bar","","42.35243099999838","13.339929999998242","","","0","","",""
"214","D00065","Via Saragat fronte Roll bar","","42.3528109999984","13.339439999998234","","","0","","",""
"215","D00070","Via Saragat lato BPER","","42.35143099999841","13.342949999998256","","","0","","",""
"216","D00075","Via Saragat fronte BPER","","42.35114799999843","13.344463999998265","","","0","","",""
"217","D00080","VIA SARAGAT fronte IN'S","","42.350530999998426","13.347329999998282","","","0","","",""
"218","D00090","VIA SARAGAT lato IN'S","","42.35039999999842","13.347159999998281","","","0","","",""
"219","D00100","L'AQUILONE","","42.349658999998425","13.347645999998283","","","0","","",""
"220","D00110","Via Saragat lato centro c.le L'Aquilone","","42.349450999998446","13.351159999998298","","","0","","",""
"221","D00120","Via Saragat front centro c.le L'Aquilone","","42.34963099999843","13.350739999998298","","","0","","",""
"222","D00130","GLOBO","","42.34925999999847","13.35485999999832","","","0","","",""
"223","D00140","CONFINDUSTRIA Via Campo di Pile","","42.35204999999844","13.348949999998288","","","0","","",""
"224","D00150","Via Campo di Pile lato Optimes","","42.35252999999844","13.34920999999829","","","0","","",""
"225","D00190","VIA DI VINCENZO lato Villa Giulia","","42.3559009999986","13.381709999998458","","","0","","",""
"226","D00200","VIA DI VINCENZO fronte Villa Giulia","","42.356510999998605","13.381609999998458","","","0","","",""
"227","D00210","Via Di Vincenzo fronte Hotel Azzurro","","42.357850999998604","13.382799999998463","","","0","","",""
"228","D00220","Via Di Vincenzo lato Hotel Azzurro","","42.35795099999862","13.382909999998464","","","0","","",""
"229","D00230","PIAZZALE STAZIONE F.S.","","42.35146099999863","13.385019999998475","","","0","","",""
"230","D00240","Via Pile fronte Corte Appello","","42.35213099999863","13.384129999998471","","","0","","",""
"231","D00250","Via Pile Eusanio Stella Corte Appello P","","42.35283099999861","13.382929999998465","","","0","","",""
"232","D00260","VIA PILE COAN dopo rotonda","","42.3531509999986","13.380709999998453","","","0","","",""
"233","D00350","VIA MULINO PILE ROTATORIA incr. Variante","","42.35606099999854","13.368419999998391","","","0","","",""
"234","D00360","VIA MULINO PILE lato Spaziani","","42.358330999998536","13.36847999999839","","","0","","",""
"235","D00370","Via Mulino di Pile lato Eurospin","","42.35813099999854","13.368629999998392","","","0","","",""
"236","D00380","SS17 Ovest lato ingresso A24","","42.35967099999856","13.370879999998403","","","0","","",""
"237","D00390","SS17 Ovest fronte ingresso A24","","42.359530999998555","13.371549999998408","","","0","","",""
"238","D00400","SS17 HOTEL AMITERNUM lato Sant'Antonio","","42.360321775157075","13.378077990788809","","","0","","",""
"239","D00410","SS17 lato Hotel Amiternum DISMESSA","","42.36045099999859","13.377129999998434","","","0","","",""
"240","D00420","Via Salaria Antica Est lato Anas","","42.35850099999858","13.375149999998422","","","0","","",""
"241","D00430","Via Salaria Antica Est fronte Anas","","42.35847099999858","13.374879999998422","","","0","","",""
"242","D00465","VIA FICARA I Scuola","","42.36468299999851","13.363223999998365","","","0","","",""
"243","D00470","Via dei Medici lato Via Ficara","","42.36443899999851","13.364775999998374","","","0","","",""
"244","D00475","Via Ficara (Piazza D'Arti)","","42.365765999998494","13.361085999998354","","","0","","",""
"245","D00490","SS17 Ovest lato Via del Mulino di Pile","","42.35921099999855","13.369249999998395","","","0","","",""
"246","D00500","SS17 Ovest lato Via dei Medici","","42.35944099999855","13.369489999998397","","","0","","",""
"247","D00510","ITALTEL AQ/2A","","42.357860999998515","13.364629999998373","","","0","","",""
"248","D00525","CENTI COLELLA piazzale","","42.3593429999985","13.359487999998343","","","0","","",""
"249","D00540","REISS ROMOLI fronte Via Falcone SP33","","42.360250999998456","13.351899999998306","","","0","","",""
"250","D00550","REISS ROMOLI Via Falcone S.P.33","","42.36036099999845","13.351709999998306","","","0","","",""
"251","D00560","Via Falcone fermata lato Est SP33","","42.36243099999844","13.3508999999983","","","0","","",""
"252","D00570","Via Falcone fermata lato Ovest SP33","","42.36256099999844","13.350729999998299","","","0","","",""
"253","D00580","VIA FALCONE lato Via delle Svolte SP33","","42.36458099999842","13.347349999998283","","","0","","",""
"254","D00590","VIA FALCONE fronte Via delle Svolte SP33","","42.364830999998425","13.34707999999828","","","0","","",""
"255","D00630","VIA BORSELLINOlato Via sotto la Chiesa","","42.36631099999841","13.345769999998272","","","0","","",""
"256","D00640","VIA BORSELLINO front Via sotto la Chiesa","","42.36645099999841","13.345949999998274","","","0","","",""
"257","D00650","Via Vetoio lato via Morgagni","","42.36746099999843","13.347299999998281","","","0","","",""
"258","D00660","Via Vetoio fronte via Morgagni","","42.36770099999842","13.347869999998284","","","0","","",""
"259","D00670","UNIVERSITA' lato Ospedale","","42.36760099999845","13.352009999998305","","","0","","",""
"260","D00680","UNIVERSITA' lato Università","","42.36780099999845","13.352459999998308","","","0","","",""
"261","D00700","Via Borsellino fronte centro sportivo","","42.36953099999842","13.346379999998275","","","0","","",""
"262","D00710","Via Borsellino lato centro sportivo","","42.369780999998426","13.346449999998276","","","0","","",""
"263","D00720","VIA BORSELLINO fronte Vigili del Fuoco","","42.37192099999842","13.347679999998283","","","0","","",""
"264","D00730","VIA BORSELLINO lato Vigili del Fuoco","","42.37215099999844","13.348249999998286","","","0","","",""
"265","D00740","S.S.80 fronte Agora lato Via D'Ascanio","","42.37058099999848","13.355549999998326","","","0","","",""
"266","D00750","S.S.80 lato Agora fronte Via D'Ascanio","","42.37038099999849","13.355759999998325","","","0","","",""
"267","D00760","SS80 lato Via Manzoni","","42.3684509999985","13.359369999998348","","","0","","",""
"268","D00770","S.S.80 lato Via Vetoio","","42.36856099999847","13.359009999998342","","","0","","",""
